state,statefip,cbsa,cbsacode,metpop10,cbsacity,cbsacitypop,pumaname,pumanum,pumapop,pumacity,pumacitypop,geodensity,simpledensity,princity,princitypop,altmetro
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas City (Northeast)--East of US-75 PUMA, Texas",2307,132586,NE Dallas (North Dallas),,8081,7461,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA, Texas",2308,112994,NW Garland,,4768,4417,Plano,285494,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas (Far North) & Richardson (Southwest) Cities PUMA, Texas",2309,125194,SW Richardson,,4684,4592,Plano,285494,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA; Texas",2310,125044,Addison,16661,5574,5127,Plano,285494,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas City (North)--South of I-635 & West of US-75 PUMA, Texas",2311,106597,N Dallas (Preston Hollow),,5666,4324,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas (West Central), University Park Cities & Highland Park Town PUMA; Texas",2312,112377,"WC Dallas (University Park, Highland Park)",,5051,3179,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas City (Downtown)--North of I-30 PUMA, Texas",2313,128700,Central Dallas,,8101,8169,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas City (East Central)--South of I-30 & East of I-35E PUMA, Texas",2314,128707,EC Dallas,,4032,3454,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA, Texas",2315,116877,WC Dallas (West Dallas),,5031,4178,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas City (South Central)--North of I-20 & West of I-35E PUMA, Texas",2316,115163,SC Dallas (Wolf Creek),,5112,5072,Dallas,1304379,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (South)--DeSoto & Lancaster Cities PUMA, Texas",2317,108980,DeSoto,56145,2140,1720,Dallas,1304379,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA, Texas",2318,114121,Cedar Hill,49148,2493,2070,Dallas,1304379,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, Texas",2319,116170,"C Grand Prairie, SW Dallas",,3328,2734,Irving,256684,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA, Texas",2320,106476,S Irving (N Grand Prairie),,4020,2960,Irving,256684,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA, Texas",2321,121633,"C Irving, NW Dallas)",,5068,2712,Irving,256684,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Dallas,1304379,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA; Texas",2322,122178,Coppell,42983,3432,2699,Grapevine,50631,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Parker County PUMA, Texas",2400,138447,Weatherford,30854,205,148,No Principal City,,2 Town
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA; Texas",2501,124438,Grapevine,50631,2255,1688,Grapevine,50631,3 Small City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA, Texas",2502,128857,S & W Euless,,3975,3289,Fort Worth,918915,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA, Texas",2503,132594,E Arlington,,5026,4445,Arlington,394266,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA, Texas",2504,121349,SE Arlington,,4215,4439,Arlington,394266,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA, Texas",2505,123292,N Mansfield,,2720,2767,Arlington,394266,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA, Texas",2506,131207,Rendon,13533,1782,1480,Fort Worth,918915,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA, Texas",2507,120573,W Arlington,,3731,3597,Arlington,394266,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA; Texas",2508,120103,EC Ft Worth,,3480,3674,Fort Worth,918915,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA, Texas",2509,145895,Hurst,40413,3266,2813,Fort Worth,918915,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA, Texas",2510,126880,Keller,45776,3092,2940,Fort Worth,918915,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Fort Worth City (North)--East of I-35W & West of US-377 PUMA, Texas",2511,131815,N Ft Worth (Summerfields),,4014,4243,Fort Worth,918915,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA, Texas",2512,110338,NC Ft Worth,,3558,2910,Fort Worth,918915,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Fort Worth City (South Central) & Edgecliff Village Town PUMA, Texas",2513,136135,SC Ft Worth (Edgecliff Village),,4680,4677,Fort Worth,918915,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA, Texas",2514,140699,SW Ft Worth,,2462,1240,Fort Worth,918915,5 Core City
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (West)--Fort Worth City (West) PUMA, Texas",2515,113921,White Settlement,18269,2135,1609,Fort Worth,918915,4 Satellite
TX,48,"Dallas-Fort Worth-Arlington, TX",19100,6426214,Fort Worth,918915,"Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA, Texas",2516,167784,Saginaw,23890,1338,1291,Fort Worth,918915,4 Satellite
TX,48,"Brownwood, TX",15220,21914,Brownwood,18862,"West Central Texas COG (Outside Taylor County) PUMA, Texas",2600,191642,Brownwood,18862,49,11,Brownwood,18862,1 Rural
TX,48,"Abilene, TX",10180,165252,Abilene,125182,"West Central Texas COG--Taylor County--Abilene City PUMA, Texas",2700,137521,Abilene,125182,1001,149,Abilene,125182,3 Small City
TX,48,"Big Spring, TX",13700,12838,Big Spring,26144,"Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA, Texas",2800,102183,Big Spring,26144,45,5,Big Spring,26144,2 Town
TX,48,"San Angelo, TX",41660,111823,San Angelo,99893,"Concho Valley COG--Tom Green County--San Angelo City PUMA, Texas",2900,118645,San Angelo,99893,873,78,San Angelo,99893,3 Small City
TX,48,"Midland, TX",33260,141671,Midland,132524,"Permian Basin Regional Planning Commission (Central)--Midland County--Midland City PUMA, Texas",3000,171238,Midland,132524,1195,187,Midland,132524,3 Small City
TX,48,"Odessa, TX",36220,137130,Odessa,114428,"Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA, Texas",3100,162067,Odessa,114428,1335,179,Odessa,114428,3 Small City
TX,48,"Andrews, TX",11380,12501,Andrews,13487,"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, Texas",3200,121055,Andrews,13487,48,3,Andrews,13487,1 Rural
TX,48,"El Paso, TX",21340,804123,El Paso,678815,"El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA, Texas",3301,174090,Socorro,34306,667,239,El Paso,678815,4 Satellite
TX,48,"El Paso, TX",21340,804123,El Paso,678815,"El Paso City (East) PUMA, Texas",3302,156829,E El Paso,,6361,6070,El Paso,678815,5 Core City
TX,48,"El Paso, TX",21340,804123,El Paso,678815,"El Paso City (Southeast) PUMA, Texas",3303,128314,SE El Paso,,3786,2977,El Paso,678815,5 Core City
TX,48,"El Paso, TX",21340,804123,El Paso,678815,"El Paso City (Central) PUMA, Texas",3304,100289,Central El Paso,,5199,3038,El Paso,678815,5 Core City
TX,48,"El Paso, TX",21340,804123,El Paso,678815,"El Paso City (North) PUMA, Texas",3305,135042,N El Paso,,3325,1519,El Paso,678815,5 Core City
TX,48,"El Paso, TX",21340,804123,El Paso,678815,"El Paso City (Northwest) PUMA, Texas",3306,142351,NW El Paso,,2296,1399,El Paso,678815,5 Core City
TX,48,"Killeen-Temple, TX",28660,107036,Killeen,153095,"Central Texas COG (West), Burnet & Llano Counties PUMA; Texas",3400,185043,Gatesville,16135,193,29,No Principal City,,1 Rural
TX,48,"Killeen-Temple, TX",28660,405300,Killeen,153095,"Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA, Texas",3501,173453,Killeen,153095,2974,2777,Killeen,153095,5 Core City
TX,48,"Killeen-Temple, TX",28660,405300,Killeen,153095,"Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities PUMA; Texas",3502,182238,Temple,82073,439,179,Temple,82073,3 Small City
TX,48,"Brenham, TX",14780,40323,Brenham,17369,"Brazos Valley COG (Outside Brazos County) & Milam County PUMA, Texas",3601,155504,Brenham,17369,49,28,Brenham,17369,2 Town
TX,48,"College Station-Bryan, TX",17780,228660,College Station,120511,"Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA, Texas",3602,226370,College Station,120511,1704,381,College Station,120511,3 Small City
TX,48,"Corsicana, TX",18620,39020,Corsicana,25109,"Heart of Texas COG (Outside McLennan County) & Navarro County PUMA, Texas",3700,164401,Corsicana,25109,70,30,Corsicana,25109,2 Town
TX,48,"Waco, TX",47380,252772,Waco,138486,"Heart of Texas COG--McLennan County--Waco City (Central) PUMA, Texas",3801,108546,Waco,138486,2840,2534,Waco,138486,3 Small City
TX,48,"Waco, TX",47380,252772,Waco,138486,"Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities PUMA; Texas",3802,145499,Hewitt,16026,257,144,Waco,138486,4 Satellite
TX,48,"Huntsville, TX",26660,50654,Huntsville,45941,"Deep East Texas COG (West) & Walker County PUMA, Texas",3900,188655,Huntsville,45941,105,43,Huntsville,45941,2 Town
TX,48,"Lufkin, TX",31260,76473,Lufkin,34143,"Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA, Texas",4000,152199,Lufkin,34143,245,88,Lufkin,34143,2 Town
TX,48,Not in a CBSA,,32882,Not in a CBSA,,"Deep East Texas COG (East) PUMA, Texas",4100,114867,Jasper,6884,40,25,No Principal City,,1 Rural
TX,48,"Beaumont-Port Arthur, TX",13140,403190,Beaumont,115282,"Orange & Hardin Counties PUMA, Texas",4200,141132,Orange,19324,212,115,No Principal City,,2 Town
TX,48,"Beaumont-Port Arthur, TX",13140,403190,Beaumont,115282,"Jefferson County (North Central)--Beaumont City PUMA, Texas",4301,116834,Beaumont,115282,2057,1536,Beaumont,115282,3 Small City
TX,48,"Beaumont-Port Arthur, TX",13140,403190,Beaumont,115282,"Jefferson County (Outside Beaumont City)--Port Arthur City PUMA, Texas",4302,136302,Port Arthur,56039,1156,172,Port Arthur,56039,3 Small City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Liberty & Chambers Counties PUMA, Texas",4400,128744,Liberty,8279,90,71,No Principal City,,1 Rural
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA, Texas",4501,161953,E Conroe,89956,476,319,Conroe,89956,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA, Texas",4502,163505,W Conroe,89956,439,440,Conroe,89956,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA, Texas",4503,118142,The Woodlands,114436,2215,2361,The Woodlands,114436,3 Small City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Montgomery County (Southeast) PUMA, Texas",4504,146588,Oak Ridge North,3057,878,954,No Principal City,,1 Rural
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA, Texas",4601,119335,NC Houston (Northside Village),,4907,4468,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA, Texas",4602,112710,Central Houston (Greater East End),,6143,4417,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",4603,127732,Central Houston (Rice Univ),,5538,5612,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA, Texas",4604,146077,Central Houston (Westmoreland),,6265,6494,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8 PUMA, Texas",4605,120809,N & C Pasadena,,5496,4407,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA; Texas",4606,116207,"E Houston (Galena Park, Jacinto)",,3642,2862,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4607,126221,NE Houston residential,,1876,1950,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4608,103108,Aldine,15999,3874,3516,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA, Texas",4609,130448,"N Houston (Northside, Northline)",,4817,4699,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA, Texas",4610,117020,N Houston (Woodgate),,4252,4305,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4611,116054,Houston residential,,3913,3555,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4612,109677,W Houston (Spring Valley Village),,5702,5460,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4613,120636,W Houston (Hunters Creek),,6391,5731,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA; Texas",4614,115785,W Houston (Mid-West),,11737,10961,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4615,100819,"SW Houston (Chinatown, Sharpstown)",,8271,7806,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4616,113391,SW Houston residential,,6523,6175,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",4617,132486,S Houston residential,,2511,2508,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA, Texas",4618,108064,SE Houston (Hobby Airport),,5555,5343,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA, Texas",4619,113007,South Houston,16153,4480,4152,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (Southeast) & Webster Cities PUMA, Texas",4620,117772,Webster,12499,3212,2587,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUMA; Texas",4621,105850,"SE Houston (Pasadena, La Porte)",,2485,1718,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview PUMA; Texas",4622,113992,Channelview,45688,2317,1418,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (East)--Baytown City PUMA, Texas",4623,110350,Baytown,83701,1520,1020,Baytown,83701,3 Small City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Northeast)--Houston City (Far Northeast) PUMA, Texas",4624,130862,Far NW Houston residential,,1333,909,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (North)--Houston (North), Humble Cities & Atascocita PUMA; Texas",4625,139914,Atascocita,88174,2137,1800,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960 PUMA; Texas",4626,138623,Houston residential,,4543,4943,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Far North)--Spring PUMA, Texas",4627,138748,Spring,62559,2603,2713,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA, Texas",4628,118216,Jersey Village,7921,4201,3768,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA; Texas",4629,125072,Houston residential,,3724,4015,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA, Texas",4630,158180,Tomball,12341,1370,1699,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA, Texas",4631,132963,Houston residential,,2994,3061,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Far Northwest)--Katy City (Northeast) PUMA, Texas",4632,194996,Katy,21894,926,800,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (Northwest)--South of US-290 & West of TX-6 PUMA, Texas",4633,113040,Houston residential,,5354,5790,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA, Texas",4634,115526,Houston residential,,4603,4547,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (West)--South of I-10 & West of TX-6 PUMA, Texas",4635,117798,Houston residential,,4559,2992,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",4636,112985,"W Houston (Bear Creek, Pioneers Park)",,3793,2638,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA; Texas",4637,129548,W Houston (Westchase),,6783,6848,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",4638,116701,SW Houston (Alief),,7591,8052,Houston,2304580,5 Core City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA; Texas",4701,169757,Galveston,53695,1375,566,Galveston,53695,3 Small City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Galveston County (Northwest)--League City & Friendswood City PUMA, Texas",4702,167843,League City,114392,1887,1946,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA, Texas",4801,133935,Pearland,125828,2183,2600,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA, Texas",4802,128257,Alvin,27098,374,199,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA, Texas",4803,105769,Lake Jackson,28177,416,151,No Principal City,,2 Town
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Fort Bend County (East)--Missouri City PUMA, Texas",4901,116756,Missouri City,74259,3457,3190,Sugar Land,111026,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA, Texas",4902,138714,Sugar Land,111026,3089,2820,Sugar Land,111026,3 Small City
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA; Texas",4903,116670,Rosenberg,38282,2118,2006,Sugar Land,111026,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA; Texas",4904,168641,Cinco Ranch,16899,3471,3757,Houston,2304580,4 Satellite
TX,48,"Houston-The Woodlands-Sugar Land, TX",26420,5920416,Houston,2304580,"Fort Bend County (West & South) PUMA, Texas",4905,250167,Fulshear,16856,468,346,Houston,2304580,4 Satellite
TX,48,"Bay City, TX",13060,298219,Bay City,18061,"Houston-Galveston Area Council (West) PUMA, Texas",5000,183270,Bay City,18061,66,42,Bay City,18061,2 Town
TX,48,"Austin-Round Rock-Georgetown, TX",12420,526316,Austin,961855,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA; Texas",5100,172080,San Marcos,67553,100,56,Austin,961855,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA, Texas",5201,145767,Taylor,16267,419,168,Georgetown,67176,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA, Texas",5202,136654,Round Rock,119468,2488,2577,Round Rock,119468,3 Small City
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA; Texas",5203,119506,Brushy Creek,22519,2937,2651,Round Rock,119468,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA, Texas",5204,168686,Cedar Park,77595,1354,850,Round Rock,119468,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA; Texas",5301,161507,Pflugerville,65191,1574,867,Round Rock,119468,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (North) PUMA, Texas",5302,116802,N Austin,,4844,4339,Austin,961855,5 Core City
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (Northeast) PUMA, Texas",5303,157138,NE Austin,,3260,2825,Austin,961855,5 Core City
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (Southeast) PUMA, Texas",5304,134725,SE Austin,,4001,2614,Austin,961855,5 Core City
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (Northwest) PUMA, Texas",5305,123608,NW Austin,,1410,1276,Austin,961855,5 Core City
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (Central) PUMA, Texas",5306,156278,Central Austin,,6135,5731,Austin,961855,5 Core City
