state,statefip,cbsa,cbsacode,metpop10,cbsacity,cbsacitypop,pumaname,pumanum,pumapop,pumacity,pumacitypop,geodensity,simpledensity,princity,princitypop,altmetro
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA, Florida",1112,147010,W Miramar,,4379,4091,Fort Lauderdale,182760,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA, Florida",1113,127272,S Hollywood,,6867,7054,Fort Lauderdale,182760,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA; Florida",1114,129075,Hallandale Beach,41217,8344,8707,Fort Lauderdale,182760,4 Satellite
FL,12,"Punta Gorda, FL",39460,159978,Punta Gorda,19471,"Charlotte County PUMA, Florida",1500,185926,Port Charlotte,60625,889,266,Punta Gorda,19471,4 Satellite
FL,12,"Homosassa Springs, FL",26140,141236,Homosassa Springs,14283,"Citrus County PUMA, Florida",1701,147938,Homosassa Springs,14283,349,249,Homosassa Springs,14283,2 Town
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Clay County PUMA, Florida",1900,215294,Lakeside,31275,844,350,No Principal City,,2 Town
FL,12,"Naples-Marco Island, FL",34940,321520,Naples,19115,"Collier County (Northwest) PUMA, Florida",2101,119426,Pelican Bay,6660,1728,1664,Naples,19115,4 Satellite
FL,12,"Naples-Marco Island, FL",34940,321520,Naples,19115,"Collier County (Southwest) PUMA, Florida",2102,121342,Golden Gate,25321,2665,1725,No Principal City,,2 Town
FL,12,"Naples-Marco Island, FL",34940,321520,Naples,19115,"Collier County (East) PUMA, Florida",2103,138577,Immokalee,24557,283,72,No Principal City,,2 Town
FL,12,"Lake City, FL",29380,46809,Lake City,12329,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties PUMA; Florida",2300,189867,Lake City,12329,85,53,Lake City,12329,1 Rural
FL,12,"Sebring-Avon Park, FL",42700,61413,Sebring,10729,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties PUMA; Florida",2700,158055,Avon Park,9658,236,93,Avon Park,9658,2 Town
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Duval County (Outer)--Jacksonville City (North & West) PUMA, Florida",3101,138644,N & W Jacksonville,,598,334,Jacksonville,949611,5 Core City
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA, Florida",3102,118239,NW C Jacksonville,,2662,1977,Jacksonville,949611,5 Core City
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Duval County (North Central)--Jacksonville City (Arlington) PUMA, Florida",3103,112250,Jacksonville,949611,3285,3313,Jacksonville,949611,5 Core City
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville Beach,949611,"Duval County (East)--Jacksonville City (Beaches) PUMA, Florida",3104,142916,Jacksonville Beach,,2899,2687,Jacksonville,949611,5 Core City
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Duval County (Southeast)--Jacksonville City (Southeast) PUMA, Florida",3105,146854,SE Jacksonville,,1990,1424,Jacksonville,949611,5 Core City
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Duval County (South Central)--Jacksonville City (Southeast River) PUMA, Florida",3106,124366,SE River Jacksonville,,2421,2388,Jacksonville,949611,5 Core City
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA, Florida",3107,165382,SW Jacksonville,,2869,2664,Jacksonville,949611,5 Core City
FL,12,"Pensacola-Ferry Pass-Brent, FL",37860,448991,Pensacola,54312,"Escambia County (North) PUMA, Florida",3301,122577,Ferry Pass,29921,706,231,Ferry Pass,29921,2 Town
FL,12,"Pensacola-Ferry Pass-Brent, FL",37860,448991,Pensacola,54312,"Escambia County (South) PUMA, Florida",3302,194114,Pensacola,54312,1818,1478,Pensacola,54312,3 Small City
FL,12,"Deltona-Daytona Beach-Ormond Beach, FL",19660,590289,Deltona,93692,"Flagler & Volusia (North Central) Counties PUMA, Florida",3500,121046,Palm Coast,89258,717,231,No Principal City,,3 Small City
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hernando County PUMA, Florida",5301,190700,Spring Hill,113568,815,394,No Principal City,,3 Small City
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (Central)--Tampa City (Central) PUMA, Florida",5701,162279,Central Tampa,,4767,5181,Tampa,384959,5 Core City
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (Southwest)--Tampa City (South) PUMA, Florida",5702,181033,S Tampa,,4169,3069,Tampa,384959,5 Core City
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (Northwest) PUMA, Florida",5703,165310,Thonotosassa,15238,2696,2058,Tampa,384959,4 Satellite
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (North Central) PUMA, Florida",5704,173056,Carrollwood,34352,3220,2741,Tampa,384959,4 Satellite
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (North Central)--Tampa City (North) PUMA, Florida",5705,177440,N Tampa,,2892,1690,Tampa,384959,5 Core City
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Lakeland,112641,"Hillsborough County (Northeast) PUMA, Florida",5706,134358,Plant City,39764,1056,632,Lakeland,112641,4 Satellite
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (South County) PUMA, Florida",5707,210505,Brandon,114626,1056,592,Tampa,384959,4 Satellite
FL,12,"Tampa-St Petersburg-Clearwater, FL",45300,2783243,Tampa,384959,"Hillsborough County (Central) PUMA, Florida",5708,247377,Riverview,107396,2878,2746,Tampa,384959,4 Satellite
FL,12,"Sebastian-Vero Beach, FL",42680,138028,Sebastian,25054,"Indian River County PUMA, Florida",6100,156964,Sebastian,25054,917,306,Sebastian,25054,2 Town
FL,12,"Tallahassee, FL",45220,111452,Tallahassee,196169,"Apalachee Region (Outside Leon County) PUMA, Florida",6300,189973,Crawfordville,4853,56,37,No Principal City,,1 Rural
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Lake County (North) PUMA, Florida",6901,117138,Clermont,43021,590,263,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,392426,Orlando,307573,"Sumter (North) & Lake (North) Counties PUMA, Florida",6902,171244,The Villages,79077,960,583,The Villages,79077,3 Small City
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,1376508,Orlando,307573,"Lake (South) & Sumter (South) Counties PUMA, Florida",6903,197671,Eustis,23189,444,247,No Principal City,,2 Town
FL,12,"Cape Coral-Fort Myers, FL",15980,618754,Cape Coral,194016,"Lee County (South & West)--Barrier Islands Region PUMA, Florida",7101,127192,Sanibel,6382,1442,884,No Principal City,,2 Town
FL,12,"Cape Coral-Fort Myers, FL",15980,618754,Cape Coral,194016,"Lee County (Northwest)--Cape Coral City PUMA, Florida",7102,192402,Cape Coral,194016,1767,1498,Cape Coral,194016,5 Core City
FL,12,"Cape Coral-Fort Myers, FL",15980,618754,Cape Coral,194016,"Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA, Florida",7103,181724,Lehigh Acres,114287,1021,832,Fort Myers,86395,4 Satellite
FL,12,"Cape Coral-Fort Myers, FL",15980,618754,Cape Coral,194016,"Lee County (Central)--Greater Fort Myers City PUMA, Florida",7104,127698,Fort Myers,86395,1829,1548,Fort Myers,86395,3 Small City
FL,12,"Cape Coral-Fort Myers, FL",15980,618754,Cape Coral,194016,"Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA, Florida",7105,127554,Bonita Springs,53644,1214,550,Cape Coral,194016,4 Satellite
FL,12,"Tallahassee, FL",45220,367413,Tallahassee,196169,"Leon County (Outer) PUMA, Florida",7300,146727,Woodville,4097,572,237,No Principal City,,1 Rural
FL,12,"Tallahassee, FL",45220,367413,Tallahassee,196169,"Leon County (Central)--Tallahassee City (Central) PUMA, Florida",7301,145136,C Tallahassee,,3357,2770,Tallahassee,196169,5 Core City
FL,12,"North Port-Sarasota-Bradenton, FL",35840,702281,North Port,74793,"Manatee County (North) PUMA, Florida",8101,138463,Palmetto,13323,1139,359,No Principal City,,2 Town
FL,12,"North Port-Sarasota-Bradenton, FL",35840,702281,North Port,74793,"Manatee County (West Central) PUMA, Florida",8102,128037,Bradenton,55698,3058,2883,Bradenton,55698,3 Small City
FL,12,"North Port-Sarasota-Bradenton, FL",35840,702281,North Port,74793,"Manatee County (South) PUMA, Florida",8103,127347,Whitfield,2989,1451,381,Bradenton,55698,4 Satellite
FL,12,"Ocala, FL",36100,331298,Ocala,63591,"Marion County (North) PUMA, Florida",8301,108999,Dunnellon,1928,124,87,No Principal City,,1 Rural
FL,12,"Ocala, FL",36100,331298,Ocala,63591,"Marion County (Central)--Ocala City PUMA, Florida",8302,108326,Ocala,63591,1038,865,Ocala,63591,3 Small City
FL,12,"Ocala, FL",36100,331298,Ocala,63591,"Marion County (South Central) PUMA, Florida",8303,142885,Silver Springs Shores,24846,711,577,No Principal City,,2 Town
FL,12,"Port St Lucie, FL",38940,424107,Port St Lucie,204851,"Martin County PUMA, Florida",8500,159981,Palm City,25883,982,292,No Principal City,,2 Town
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA, Florida",8601,126579,Miami Lakes,30467,6757,4272,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA, Florida",8602,100953,N & W Miami Gardens,,6667,6349,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast)--Greater North Miami Beach City (West) PUMA, Florida",8603,107347,North Miami Beach,43676,9041,7589,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast)--Aventura City & Surfside Town PUMA, Florida",8604,102923,Aventura,40242,11974,10335,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County--North Miami City (Southwest) & Golden Glades (West) PUMA, Florida",8605,111707,SW North Miami,,7808,7850,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA; Florida",8606,106662,Opa-locka,16463,6246,5232,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA, Florida",8607,106887,NC Hialeah,,15825,15162,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA; Florida",8608,134568,Doral,75874,8107,1582,Doral,75874,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA, Florida",8609,98485,SC Hialeah,,11029,10331,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA, Florida",8610,104107,Miami Springs,13859,8447,4883,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast Central)--Miami City (North) PUMA, Florida",8611,117154,"N Miami (Model City, Wynnwood)",,10994,11703,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA, Florida",8612,101622,Miami Beach,82890,11837,9000,Miami Beach,82890,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA, Florida",8613,119306,Central Miami,,17301,15739,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA, Florida",8614,117185,Key Biscayne,14809,13919,8957,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (East Central)--Miami City (West) PUMA, Florida",8615,114367,"W Miami (West Flager, Flagami)",,12700,13504,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA; Florida",8616,105160,Coral Gables,49248,4161,3646,Coral Gables,49248,2 Town
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA; Florida",8617,101897,Westchester,56384,6671,6134,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA, Florida",8618,110564,Tamiami,54212,6521,5484,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA, Florida",8619,106030,SW Kendale Lakes,,9611,7041,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA; Florida",8620,101517,Sunset,15912,5995,5097,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA; Florida",8621,120797,Country Walk,16951,5266,3562,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Southwest)--South Miami Heights PUMA, Florida",8622,114497,South Miami Heights,36770,4132,2233,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA, Florida",8623,122065,Cutler Bay,45425,3507,2497,Miami,442241,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Miami,442241,"Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA, Florida",8624,119792,N Homestead,,4443,4039,Miami,442241,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,244185,Miami,442241,"Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA, Florida",8700,108494,Key West,26444,534,47,Miami,442241,4 Satellite
FL,12,"Jacksonville, FL",27260,1345596,Jacksonville,949611,"Nassau & Baker Counties PUMA, Florida",8900,114441,Fernandina Beach,13052,161,90,No Principal City,,1 Rural
FL,12,"Crestview-Fort Walton Beach-Destin, FL",18880,235865,Crestview,27134,"Okaloosa County PUMA, Florida",9100,207430,Crestview,27134,1058,219,Crestview,27134,2 Town
FL,12,"Clewiston, FL",17500,37874,Clewiston,7327,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties PUMA; Florida",9300,107777,Clewiston,7327,94,32,Clewiston,7327,1 Rural
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (Northwest) PUMA, Florida",9501,156786,Pine Hills,66111,1889,1127,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA; Florida",9502,149461,Winter Garden,46964,2529,2824,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (Southwest)--Disney-International Drive Region PUMA, Florida",9503,144833,Apopka,54873,1199,1051,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA; Florida",9504,134880,Conway,13596,4504,3948,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA, Florida",9505,123780,Azalea Park,14141,4900,4929,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA, Florida",9506,119155,WC Orlando,,4279,4622,Orlando,307573,5 Core City
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA; Florida",9507,123150,Winter Park,29795,3521,3757,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA, Florida",9508,122307,Union Park,10452,3414,3706,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (Southeast) PUMA, Florida",9509,162232,Meadow Woods,43790,1507,660,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Orange County (Northeast) PUMA, Florida",9510,137200,Alafaya,92452,1492,682,Orlando,307573,4 Satellite
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Osceola County (West) PUMA, Florida",9701,201519,Kissimmee,79226,1253,1055,Kissimmee,79226,3 Small City
FL,12,"Orlando-Kissimmee-Sanford, FL",36740,2134411,Orlando,307573,"Osceola County (East) PUMA, Florida",9702,162147,St Cloud,58964,1207,138,Orlando,307573,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (Northeast) PUMA, Florida",9901,115629,Jupiter,61047,2081,1442,Jupiter,61047,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA, Florida",9902,124130,Palm Beach Gardens,59182,2610,1152,Palm Beach Gardens,59182,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA, Florida",9903,162765,Palm Beach,9245,4345,4131,West Palm Beach,117415,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA, Florida",9904,137469,N Greenacres,,5764,5313,Fort Lauderdale,182760,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA; Florida",9905,139459,Lake Worth Beach,42219,5187,5248,Fort Lauderdale,182760,4 Satellite
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA, Florida",9906,169084,Boynton Beach,80380,4175,4109,Boynton Beach,80380,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (Southeast)--Greater Delray Beach City PUMA, Florida",9907,128275,Delray Beach,66846,3605,3641,Delray Beach,66846,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA, Florida",9908,122837,Boca Raton,97422,3295,3191,Boca Raton,97422,3 Small City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (West of Boca Raton City) PUMA, Florida",9909,111218,W Boca Raton residential,,3404,3027,Fort Lauderdale,182760,5 Core City
FL,12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,5564635,Fort Lauderdale,182760,"Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA, Florida",9910,122837,Wellington,61637,1531,1214,Fort Lauderdale,182760,4 Satellite
